name,categories,fragrance_notes,description,sizes,price_min,price_max,currency,in_stock,product_url,image_url,is_popular
V Dylan blue pour homme (Perfume),"Clone Perfumes, French, French Perfumes",,"Element V Dylan blue pour homme Inspired by V Dylan blue pour homme inspired fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",150,1200,INR,true,https://alharamainperfumes.in/product/v-dylan-blue-pour-homme-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
V Dylan blue pour homme(Attar),"Clone Attar, French Attar, French Attars, Premium Attars",,"Element V Dylan blue pour homme Inspired by V Dylan blue pour homme inspired fragrance Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/v-dylan-blue-pour-hommeloose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
Brbry body tender (Attar),"Clone Attar, French Attar, French Attars, Premium Attars",,"Element Brbry body tender inspired Inspired by Brbry body tender inspired fragrance Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/brbry-body-tender-inspired-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
Brbry body tender (Perfume),"Clone Perfumes, French, French Perfumes",,"Element Brbry body tender inspired Inspired by Brbry body tender inspired fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/brbry-body-tender-inspired-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Hanan (Perfume),"Arabic Perfumes, Clone Perfumes, French",,"Element Hanan inspired Inspired by Hanan inspired fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/hanan-inspired-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Hanan (Attar),"Arabic Attars, Clone Attar, French Attar, Premium Attars",,"Element Hanan Inspired by Hanan inspired fragrance Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/hanan-inspired-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
orange (Perfume),"Clone Perfumes, French",,"orange inspired orange inspired fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/orange-for-men-loose-perfume-fragrance-2-12/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
orange (Attar),"Clone Attar, French Attar, Premium Attars",,"Element orange orange inspired fragrance Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/orange-inspired-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Shamiana Attar (Perfume),"Clone Perfumes, French",,"Element Shamiana Attar inspired Inspired by Shamiana Attar inspired fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/shamiana-attar-inspired-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Shamiana Attar (Attar),"Clone Attar, French Attar, Premium Attars",,"Element Shamiana Attar Inspired by Shamiana Attar inspired fragrance Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/shamiana-attar-inspired-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Lv afternoon swim (Perfume),"Clone Perfumes, French, French Perfumes",,"Element Lv afternoon swim inspired Inspired by Lv afternoon swim inspired fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",150,1200,INR,true,https://alharamainperfumes.in/product/lv-afternoon-swim-inspiredloose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Lv afternoon swim (Attar),"Clone Attar, French Attar, French Attars, Premium Attars",,"Element Lv afternoon swim inspired Inspired by Lv afternoon swim inspired Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",150,600,INR,true,https://alharamainperfumes.in/product/lv-afternoon-swim-inspiredloose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
Stronger with you amber edition (Perfume),"Clone Perfumes, French, French Perfumes",,"Element Stronger with your amber edition Inspired by Stronger with your amber edition inspired fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",150,1200,INR,true,https://alharamainperfumes.in/product/stronger-with-you-amber-editionloose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Stronger with you amber edition (Attar),"Clone Attar, French Attar, French Attars, Premium Attars",,"Element Stronger with your amber edition Inspired by Stronger with your amber edition Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",150,600,INR,true,https://alharamainperfumes.in/product/stronger-with-you-amber-editionloose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
Cedrat Boise Mancer (Perfume),"Clone Perfumes, French, French Perfumes",,"Element Cedrat Boise Mancer inspired Inspired by Cedrat Boise Mancer inspired fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",150,1200,INR,true,https://alharamainperfumes.in/product/cedrat-boise-mancer-inspiredloose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Cedrat Boise Mancer (Attar),"Clone Attar, French Attar, French Attars, Premium Attars",,"Element Cedrat Boise Mancer inspired Inspired by Cedrat Boise Mancer inspired Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",150,600,INR,true,https://alharamainperfumes.in/product/cedrat-boise-mancera-inspiredloose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
I.M igo (Perfume),"Clone Perfumes, French",,"Element I.M igo inspired Inspired by I.M igo inspired fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/i-m-igo-inspired-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
I.M igo (Attar),"Clone Attar, French Attar, Premium Attars",,"Element I.M igo inspired Inspired by I.M igo inspired fragrance Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/i-m-igo-inspired-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
VS rouge elixir (Perfume),"Clone Perfumes, French",,"Element VS rouge elixir inspired Inspired by VS rouge elixir inspired fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",100,800,INR,false,https://alharamainperfumes.in/product/vs-rouge-elixir-inspired-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
VS rouge elixir (Attar),"Clone Attar, French Attar, Premium Attars",,"Element VS rouge elixir inspired Inspired by VS rouge elixir inspired fragrance Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",100,400,INR,false,https://alharamainperfumes.in/product/vs-rouge-elixir-inspired-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Arabians Tonka Mont (Perfume),"Arabic Perfumes, Clone Perfumes, French, French Perfumes",,Created by Al Haramain Perfumes Hyderabad,"10 ml, 25 ml, 50 ml, 100ml",150,1200,INR,true,https://alharamainperfumes.in/product/arabians-tonka-mont-inspiredloose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Arabians Tonka Mont (Attar),"Arabic Attars, Clone Attar, French Attar, French Attars, Premium Attars",,Created by Al Haramain Perfumes Hyderabad,"3 ml, 6 ml, 12 ml",150,600,INR,true,https://alharamainperfumes.in/product/arabians-tonka-mont-inspiredloose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
Bakhoor safi,Bakhoor & Oud,,Created by Al Haramain Perfumes Hyderabad,"10grams, 50grams, 100grams",100,800,INR,true,https://alharamainperfumes.in/product/bakhoor-safi-add-in-incense-section/,https://alharamainperfumes.in/wp-content/uploads/2021/04/image-scaled.png,false
Eden Juicy Apple (Attar),"Clone Attar, French Attar, French Attars, Premium Attars",,"Element Eden Juicy Apple inspired Inspired by Eden Juicy Apple inspired fragrance Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/eden-juicy-apple-inspired-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
Eden Juicy Apple (Perfume),"Clone Perfumes, French, French Perfumes",,"Element Eden Juicy Apple inspired Inspired by Eden Juicy Apple inspired fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/eden-juicy-apple-inspiredloose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Bakhoor Hamidi Scented,Bakhoor & Oud,,Created by Al Haramain Perfumes Hyderabad,"10grams, 50grams",100,500,INR,true,https://alharamainperfumes.in/product/bakhoor-hamidi-inspired-scented/,https://alharamainperfumes.in/wp-content/uploads/2021/04/image-scaled.png,false
Spice bomb (Attar),"Clone Attar, French Attar, French Attars, Premium Attars",,"Element Spice bomb inspired inspired Inspired by Spice bomb inspired intense pour femme inspired fragrance Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/spice-bomb-inspired-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
Spice bomb (Perfume),"Clone Perfumes, French, French Perfumes",,"Element Spice bomb inspired Inspired by Spice bomb inspired fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/spice-bomb-inspired-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Brbry hero super (Perfume),"Clone Perfumes, French, French Perfumes",,"Element Brbry hero super inspired Inspired by Brbry hero super inspired fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",150,1200,INR,true,https://alharamainperfumes.in/product/brbry-hero-super-inspired-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Brbry hero super (Attar),"Clone Attar, French Attar, French Attars, Premium Attars",,"Element Brbry hero super inspired Inspired by Brbry hero super inspired Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",150,600,INR,true,https://alharamainperfumes.in/product/brbry-hero-super-inspired-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
S A Rakkan (Attar),"Clone Attar, French Attar, Premium Attars",,"Element S A Rakkan inspired Inspired by S A Rakkan inspired fragrance Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/s-a-rakkan-inspired-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
S A Rakkan (Perfume),"Clone Perfumes, French",,"Element S A Rakkan inspired Inspired by S A Rakkan inspired fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/s-a-rakkan-inspired-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Ch good girl (Attar),"Clone Attar, French Attar, French Attars, Premium Attars",,"Element Ch good girl inspired Inspired by Ch good girl inspired fragrance Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",100,400,INR,false,https://alharamainperfumes.in/product/ch-good-girl-inspired-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
Ch good girl (Perfume),"Clone Perfumes, French, French Perfumes",,"Element Ch good girl inspired Inspired by Ch good girl inspired fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",100,800,INR,false,https://alharamainperfumes.in/product/nautica-voyage-nautica-for-menloose-perfume-fragrance-2-2/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
L green (Perfume),"Clone Perfumes, French",,"Element L green inspired Inspired by L green inspired fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/l-green-inspired-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
L green (Attar),"Clone Attar, French Attar, Premium Attars",,"Element L green inspired Inspired by L green inspired fragrance Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/l-green-inspired-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
The moon FM (Attar),"Arabic Attars, Clone Attar, French Attar, French Attars, Premium Attars",,"Element The moon fm inspired Inspired by The moon fm inspired fragrance Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",300,1200,INR,true,https://alharamainperfumes.in/product/the-moon-fm-inspiredloose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
The moon FM (Perfume),"Arabic Perfumes, Clone Perfumes, French, French Perfumes",,"Element The moon fm inspired Inspired by The moon fm inspired fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",400,3500,INR,true,https://alharamainperfumes.in/product/the-moon-fm-inspiredloose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Ysl bouquet (Perfume),"Clone Perfumes, French, French Attars, French Perfumes",,"Element Ysl bouquet inspired Inspired by Ysl bouquet inspired fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",150,1200,INR,true,https://alharamainperfumes.in/product/ysl-bouquet-inspired-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Ysl bouquet (Attar),"Clone Attar, French Attar, French Attars, Premium Attars",,"Element Ysl bouquet inspired Inspired by Ysl bouquet inspired fragrance Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",150,600,INR,true,https://alharamainperfumes.in/product/ysl-bouquet-inspired-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
Dehnal oud shams Ajm clone (Attar),"Clone Attar, French Attar, Premium Attars",,"Element Dehnal oud shams Ajm Clone Inspired by Dehnal oud shams Ajm Clone jpg inspired fragrance Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",650,2500,INR,true,https://alharamainperfumes.in/product/dehnal-oud-shams-ajm-clone-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Dehnal oud shams Ajm Clone (Perfume),"Clone Perfumes, French",,"Element Dehnal oud shams Ajm Clone inspired Inspired by Dehnal oud shams Ajm Clone inspired fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",650,5000,INR,true,https://alharamainperfumes.in/product/dehnal-oud-shams-ajm-clone-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Le male jpg (Perfume),"Clone Perfumes, French, French Perfumes",,"Element Le male jpg inspired Inspired by Le male jpg inspired fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/le-male-jpg-inspired-loose-perfume-fragrance-copy/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Le male jpg (Attar),"Clone Attar, French Attar, French Attars, Premium Attars",,"Element Le male jpg inspired Inspired by Le male jpg inspired fragrance Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/le-male-jpg-inspired-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
Dng velvet desert oud (Perfume),"Clone Perfumes, French",,"Element Dng velvet desert oud inspired Inspired by Dng velvet desert oud inspired fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",150,1200,INR,true,https://alharamainperfumes.in/product/dng-velvet-desert-oud-inspired-loose-perfume-fragrance-copy/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Dng velvet desert oud (Attar),"Clone Attar, French Attar, Premium Attars",,"Element Dng velvet desert oud inspired Inspired by Dng velvet desert oud inspired Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",150,600,INR,true,https://alharamainperfumes.in/product/dng-velvet-desert-oud-inspired-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
B&B 1000 wishes (Perfume),"Clone Perfumes, French, French Perfumes",,Created by Al Haramain Perfumes Hyderabad,"10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/bb-1000-wishes-inspiration-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
B&B 1000 wishes (Attar),"Clone Attar, French Attar, French Attars, Premium Attars",,Created by Al Haramain Perfumes Hyderabad,"3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/bb-1000-wishes-inspiration-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
Chastity men inspired (Perfume),"Clone Perfumes, French",,"Element Chastity men inspired fragrance Inspired by Chastity men inspired fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/chastity-men-inspired-fragrance-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Chastity men (Attar),"Clone Attar, French Attar, Premium Attars",,"Element Chastity men inspired Inspired by Chastity men inspired fragrance Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/chastity-men-inspired-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Flower shaped 6 ml car perfume refillable purple bottle,"6ml, Accessories, Car Freshener",,"A Refillable hanging car freshener bottle adds look and fragrance to your car. Can be used in any car, just hang the bottle on the rearview mirror and let the fragrance slowly release. The fragrance will slowly release eventually, for a boost of fragrance just shake or tilt the bottle to get instant freshness. The fragrance lasts up to 30 days depending on usage.",,150,150,INR,false,https://alharamainperfumes.in/product/flower-shaped-6-ml-car-perfume-refillable-purple-bottle/,https://alharamainperfumes.in/wp-content/uploads/2023/07/WhatsApp-Image-2025-11-22-at-7.52.41-PM.jpeg,false
Flower shaped 6 ml car perfume refillable red bottle,"6ml, Accessories, Car Freshener",,"A Refillable hanging car freshener bottle adds look and fragrance to your car. Can be used in any car, just hang the bottle on the rearview mirror and let the fragrance slowly release. The fragrance will slowly release eventually, for a boost of fragrance just shake or tilt the bottle to get instant freshness. The fragrance lasts up to 30 days depending on usage.",,150,150,INR,false,https://alharamainperfumes.in/product/flower-shaped-6-ml-car-perfume-refillable-bottle/,https://alharamainperfumes.in/wp-content/uploads/2023/07/WhatsApp-Image-2025-11-22-at-7.52.41-PM-1.jpeg,false
Golden style perfume bottle 25ml,"25ml, Attar Bottles, Fancy Bottles",,Plain imported bottle comes with gift box,,250,250,INR,true,https://alharamainperfumes.in/product/golden-sphere-12-ml-bottle/,https://alharamainperfumes.in/wp-content/uploads/2023/07/IMG_0028-scaled.jpg,false
"Silver cap ajm style bottle , 12ml","12ml, Attar Bottles, Fancy Bottles",,Plain imported bottle comes with gift box,,200,200,INR,true,https://alharamainperfumes.in/product/silver-cap-ajm-style-bottle-12ml-copy/,https://alharamainperfumes.in/wp-content/uploads/2023/07/Silver-cap-ajmal-style-scaled.jpg,false
"Black cap ajm style bottle , 12ml","12ml, Attar Bottles, Fancy Bottles",,Plain imported bottle comes with gift box Price 200 rs,,200,200,INR,true,https://alharamainperfumes.in/product/black-cap-ajm-style-bottle-12ml/,https://alharamainperfumes.in/wp-content/uploads/2023/07/Black-cap-ajmal-style-12-ml-bottle-1-1-scaled.jpg,false
Kilan Angel Share (Attar),"Clone Attar, French Attar, French Attars, Premium Attars",,"Kilan Angel Share Inspiration, Inspired by Kilan Angel Share Inspiration Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/kilan-angel-share-inspiration-loose-attar-fragrance-2/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
Kilan angel share (Perfume),"Clone Perfumes, French, French Perfumes",,"Element Kilan angel share inspired Inspired by Kilan angel share inspired, inspired fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/kilan-angel-share-inspired-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Fasli gulab (Perfume),"Arabic Perfumes, Clone Perfumes, French, French Perfumes",,"Element Fasli gulab inspired Inspired by Fasli gulab inspired, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/fasli-gulab-inspired-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Fasli gulab (Attar),"Arabic Attars, Clone Attar, French Attar, French Attars, Premium Attars",,"Element Fasli gulab inspired Inspired by Fasli gulab Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/fasli-gulab-inspired-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
Bad boy ch (Attar),"Clone Attar, French Attar, French Attars, Premium Attars",,Created by Al Haramain Perfumes Hyderabad,"3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/bad-boy-ch-inspired-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
Bad boy ch (Perfume),"Clone Perfumes, French, French Perfumes",,Created by Al Haramain Perfumes Hyderabad,"10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/bad-boy-ch-inspired-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Car**r Declaration (Perfume),"Clone Perfumes, French, French Perfumes",,"Element Car**r Declaration Inspiration Inspired by Car**r Declaration Inspiration, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",100,800,INR,false,https://alharamainperfumes.in/product/carr-declaration-inspiration-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Car**r Declaration (Attar),"Clone Attar, French Attar, French Attars, Premium Attars",,"Element Car**r Declaration Inspiration Inspired by Car**r Declaration Inspiration Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",100,400,INR,false,https://alharamainperfumes.in/product/carr-declaration-inspiration-loose-attar-fragrance-copy/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
Tobacolor D (Perfume),"Clone Perfumes, French",,"Element Tobacolor D inspired Inspired by Tobacolor D inspired fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",150,1200,INR,true,https://alharamainperfumes.in/product/tobacolor-d-inspired-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Tobacolor D (Attar),"Clone Attar, French Attar, Premium Attars",,"Element Tobacolor D inspired Inspired by Tobacolor D inspired Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",150,600,INR,true,https://alharamainperfumes.in/product/tobacolor-d-inspired-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Noveau mondé LV (Perfume),"Clone Perfumes, French",,"Element Noveau mondé LV inspired Inspired by Noveau mondé LV inspired fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",150,1200,INR,true,https://alharamainperfumes.in/product/noveau-monde-lv-inspired-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Noveau mondé LV (Attar),"Clone Attar, French Attar, Premium Attars",,"Element Noveau mondé LV inspired Inspired by Noveau mondé LV inspired Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",150,600,INR,true,https://alharamainperfumes.in/product/noveau-monde-lv-inspired-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
